name,expansion,players,play_time,age,designers,publishers,hall,booth,priority,preorder,prepaid,price,notes
"Rebel Princess: Deluxe Edition",0,3-6,"45 min",15,"Daniel Byrne, José Gerardo Guerrero, Kevin Peláez, Tirso Virgós","Bézier Games",2,2B510,Need,0,0,,
"Rebel Princess: Deluxe Edition ? Marianne",1,3-6,"30-45 min",0,,"Bézier Games",2,2B510,Need,0,0,,
Recall,0,1-4,"90 min",14,"Helge Meissner, Kristian Amundsen Østby, Kjetil Svendsen, Anna Wermlund","Pegasus Spiele",3,3M120,Need,0,0,80,
"Red Notice: A Million or Prison",0,2,"20-40 min",10,"Gautier de Cottreau, Baptiste Laurent","Catch Up Games",6,6K400,Need,0,0,25,
"Red Notice: Eine Million oder hinter Gittern",0,2,"20-40 min",10,"Gautier de Cottreau, Baptiste Laurent","Catch Up Games",6,6K400,Need,0,0,25,
"Red Panda Surprise",0,1-7,"5-20 min",8,"Dylan Coyle","Charming Games Collective",4,4E415,Need,0,0,15,
Red7,0,2-4,"5-30 min",9,"Carl Chudyk, Chris Cieslik","Corax Games",2,2E440,Need,0,0,16,
"Reflect: Das Spiegelduell",0,1-2,"15 min",8,,frechverlag,6,6H200,Need,0,0,18,
Reforest,0,1-4,"30-60 min",14,"Sébastien Bernier-Wong","Board Game Circus",2,2C130,Need,0,0,17,
Restore,0,2,"20-40 min",8,"Yohan Goh, Hope S. Hwang, Gary Kim","Mandoo Games",6,6B201,Need,0,0,,
Revenant,0,1-4,"90-120 min",14,"Allan Kirkeby","Mindclash Games",3,3G115,Need,0,0,65,
Revenant,0,1-4,"90-120 min",14,"Allan Kirkeby","Mindclash Games",3,3G115,Need,0,0,79,
"Revenant: Reason and Faith",1,1-4,"90-120 min",14,"Robin Hegedűs","Mindclash Games",3,3G115,Need,0,0,20,
"Revenge of the Seven Dwarfs",0,1,"60 min",12,"Eduardo García Colón, Fernanda Poblete",Ludonova,3,3F115,Need,0,0,20,
Rheinl�nder,0,3-5,"45 min",12,"Reiner Knizia","25th Century Games",6,6B201,Need,0,0,50,
"Right Now",0,2-5,"15-30 min",8,"Johannes Krenner, Markus Slawitscheck","Mandoo Games",6,6B201,Need,0,0,,
Ringy?,0,1-4,"45-90 min",14,"Charlie McCarron","Paverson Games",4,4B200,Need,0,0,,
"Rise of Myths: Cthulhu",0,1-3,"60 min",14,"Ruiz Machuca, Joel Torres","Synergic Games",4,4E225,Need,0,0,,
"Rival Seas",0,2-4,"70-100 min",12,"David Ausloos","Jumping Turtle Games",2,2D130,Need,0,0,35,
"River Market",0,1-5,"35 min",8,"Roberta Taylor",KTBG,3,3D400,Need,0,0,29,
"River Rats",0,1-4,"10-30 min",14,"Mathijs Jansen, Robin Stokkel",IELLO,6,6F200,Need,0,0,12,
"River Rivals",0,2,"20-30 min",8,"Mads Fløe, Christian Kudahl",Piatnik,6,6G200,Need,0,0,12,
"River Rivals",0,2,"20-30 min",8,"Mads Fløe, Christian Kudahl",Piatnik,6,6G200,Need,0,0,12,
"Road Master",0,2-6,"15-45 min",7,"Jean-Christophe Bouvier","BOUVIER international",2,2B630,Need,0,0,25,
"Road Master: Dock'n'Roll",1,2-6,"20-50 min",7,"Jean-Christophe Bouvier","BOUVIER international",2,2B630,Need,0,0,20,
"Robo Run",0,2,"20-30 min",10,"Eryk Nowak","Pegasus Spiele",3,3M120,Need,0,0,,
"Robo Run",0,2,"20-30 min",10,"Eryk Nowak","Pegasus Spiele",3,3M120,Need,0,0,30,
"Rock Hard 1977: Ear Candy",1,2-5,"55-100 min",14,"Jackie Fox",Devir,3,3D600,Need,0,0,,
"Rocking Raft",0,2-4,"15 min",6,"Carlo Emanuele Lanzavecchia","Horrible Guild",6,6B115,Need,0,0,,
"Roll Camera!: Disaster Movie Story Pack",1,1-6,,0,"Malachi Ray Rempen","Keen Bean Studio",2,2D450,Need,0,0,,
"Roll'n Pix",0,2-4,"15 min",6,"Stefano Negro",HABA,8,8A300,Need,0,0,11,
"Rolling Seas",0,1-6,"30-60 min",10,"George Jaros","Nuts! Publishing",3,3K415,Need,0,0,32,
"Romeo and Juliet IF",0,3-6,"10-20 min",10,Kamoto,Playte,6,6D405,Need,0,0,13,
"Rooms & Roomies",0,1-5,"30-75 min",10,"Juri Alexander","Deep Print Games",3,3B300,Need,0,0,34,
"Rooms & Roomies",0,1-5,"30-75 min",10,"Juri Alexander","Deep Print Games",3,3B300,Need,0,0,34,
Rotate,0,3-5,"20-30 min",14,"Olin Jeong","Olin Studio",5,5A300,Need,0,0,20,
"Roter Norden",0,2-4,"25-45 min",10,"James Dickinson","Squink Verlag",2,2E451,Need,0,0,25,
Roxane,0,2-4,"45-75 min",10,"Daniele Ursini","Elznir Games",2,2B110,Need,0,0,,
"Ruleta Rusa",0,2-6,"10 min",14,"Raul Lopez Gamiz","GDM Games",3,3G120,Need,0,0,15,
"Rurik: Second Edition",0,1-4,"60-120 min",1,"Stan Kordonskiy","Fantasia Games",3,3Q315,Need,0,0,,
"Ryugu the Fleeting Paradise",0,2-4,"60-140 min",14,"Akashi, 無界 (Mukai)",14games,5,5K400,Need,0,0,,
S-tier,0,2-16,"10-15 min",12,"Damir Khusnatdinov","Hobby World",6,6H110,Need,0,0,18,
"Saga: Vikings vs Anglo-Saxons",0,2,"15-30 min",14,"Maciej Stępień",PHALANX,3,3L500,Need,0,0,20,
"Salaryman Madness",0,2-4,"20 min",10,"Thade Precht",HABA,8,8A300,Need,0,0,11,
SAN,0,2,"25 min",10,"Jules Messaud, Martin Montergnole","Blue Cocker Games",2,2A440,Need,0,0,17,
"SAN: ARTEFACT",1,2,"25 min",10,"Jules Messaud, Martin Montergnole","Blue Cocker Games",2,2A440,Need,0,0,5,
Sandcastles,0,2-6,"10-20 min",8,"Alex Cutler","Pandasaurus Games",2,2E330,Need,0,0,20,
"Satchel Quest",0,1-4,"60 min",10,"Molly Johnson, Robert Melvin, Shawn Stankewich","Weird City Games",2,2E111,Need,0,0,50,
"Scales of Influence",0,3-7,"45-90 min",14,"Angelica Belo","Unphazed Games",3,3A110,Need,0,0,52,
Scenery,0,1-5,"20-50 min",9,"Luke Allison, Peter Joustra, Corné van Moorsel",Cwali,2,2A445,Need,0,0,30,
"Scenery: Light, Looks & Lakes",1,1-5,"20-50 min",9,"Luke Allison, Corné van Moorsel",Cwali,2,2A445,Need,0,0,5,
Schadenfreude,0,3-5,"15-20 min",10,ctr,"Office Dog",,,Need,0,0,20,
Schrott,0,2-4,"60-120 min",14,"Timo Zett","Squink Verlag",2,2E451,Need,0,0,,
"Scotland Yard Duel",0,2,"10-30 min",8,"Matthias Prinz","Ravensburger AG",7,7D311,Need,0,0,20,
"Scribble City: Tokyo City Deck",1,1-4,"45-60 min",10,"Isaac Tan","Nekomancy Games",5,5K310,Need,0,0,15,
Seagrass,0,2-4,"30-60 min",10,"Trevor Benjamin, Brett J. Gilbert","Bitewing Games",4,4H400,Need,0,0,35,
Seashells,0,2-5,"15-20 min",6,"Bruno Faidutti",KTBG,3,3D400,Need,0,0,20,
"Secret Night",0,3-6,"30-60 min",10,"Rafael Prado",Ludicatessen,2,2C500,Need,0,0,24,
"Secrets of the Lost Tomb: Epic Edition",0,1-6,"60-240 min",0,"Christopher Batarlis","Everything Epic Games",,,Need,0,0,,
Sensu,0,1-5,"25 min",8,"Enrico Vicario",HUCH!,,,Need,0,0,21,
"Seoul Journey",0,2-5,"30-45 min",10,"Jean Curci","Play to Z",2,2B620,Need,0,0,25,
"Seven Prophecies",0,3-4,"25-35 min",10,"折口 日向 (Hinata Origuchi)","Capstone Games",3,3B300,Need,0,0,,
Shapemash,0,2-8,"15-25 min",8,"Patrik Chleboun, Jan Soukal",Boardcubator,4,4C120,Need,0,0,,
"Shards of Creation",0,2-4,"30 min",12,"Hayden Dillard","Brotherwise Games",3,3F610,Need,0,0,,
Shijin,0,2-4,"20-45 min",12,,"Pendragon Game Studio",3,3K300,Need,0,0,29,
"Shimoda: Perry Road",0,2,"10-15 min",8,"Lee Ju-Hwa, Giung Kim","Mandoo Games",6,6B201,Need,0,0,,
"Shiny Bandits",0,2-5,"15-30 min",8,"Robert Brouwer",HUCH!,,,Need,0,0,11,
"Shock! Cavaleiros & Venenos",0,3-5,"30 min",8,"おーつぼじゅうじん (Jyujin Ohtsubo)","Grok Games",4,4F510,Need,0,0,,
Shooter,0,2-6,"20 min",10,"Pedro Berenguel Nieto","Tranjis Games",3,3U130,Need,0,0,,
"Shout the Clue",0,3-8,"15 min",8,"Valéry Fourcade","Pegasus Spiele",3,3M120,Need,0,0,20,
"Shrine: Duel of Light",0,2,"30-45 min",10,"Richard Ámann","Bright Horizon Games",,,Need,0,0,,
Shugendo,0,2-4,"50-60 min",14,"Alessandro Cuneo, Simone Luciani",Devir,3,3D600,Need,0,0,,
"Silver Mine",0,2-6,"30-45 min",7,"Alex Randolph",Playte,6,6D405,Need,0,0,19,
"Similo: Board Games '26",0,2-8,"10-15 min",7,"Martino Chiacchiera, Hjalmar Hach, Pierluca Zizzi","Horrible Guild",6,6B115,Need,0,0,,
"Similo: Wonders",0,2-8,"10-15 min",7,"Martino Chiacchiera, Hjalmar Hach, Pierluca Zizzi","Horrible Guild",6,6B115,Need,0,0,,
"Sitting Bull",0,2-4,"30-45 min",12,"Perepau Llistosella","Kokorïn Games",4,4G110,Need,0,0,28,
Skalvenia,0,2-4,"90-120 min",10,"Arkadiusz Dudek","Smart Flamingo",2,2D510,Need,0,0,,
"Skirmish: Battle for Draconia",0,2-4,"30-45 min",14,"Jeffrey CCH","Ice Makes",3,3K315,Need,0,0,25,
"Skyrift: Edge of Darkness",0,2,"40-30 min",12,"Richard Garfield",Origames,3,3G400,Need,0,0,25,
"Skyrift: Tides of Fate",0,2,"40 min",12,"Richard Garfield",Origames,3,3G400,Need,0,0,25,
"Skyward Republic",0,2-4,"30-75 min",14,"Brendan Evans","Good Games Publishing",2,2D530,Need,0,0,30,
"Slay the Spire: The Board Game ? Downfall",1,1-4,,0,,"Contention Games",4,4A600,Need,0,0,,
"Slime Rancher Tarr Takeoverr",0,2-8,"2 min",7,"Jeff Grisenthwaite","Scrungo Games",,,Need,0,0,10,
Smugglers,0,1-6,"20-40 min",14,"Abdulaziz Aljazzaf, Mohammad Sanasiri","Dream Alley Games",5,5J400,Need,0,0,35,
"Sniper Elite: Escalation",1,1-4,"40-70 min",14,"Roger Tankersley, David Thompson (I)","Rebellion Unplugged",2,2D111,Need,0,0,25,
"Sniper Elite: Operation Kraken",1,1-4,"40-70 min",14,"Roger Tankersley, David Thompson (I)","Rebellion Unplugged",2,2D111,Need,0,0,40,
"Sniper Elite: Operation Kraken",1,1-4,"40-70 min",14,"Roger Tankersley, David Thompson (I)","Rebellion Unplugged",2,2D111,Need,0,0,40,
"Sniper Elite: The Board Game",0,1-4,"40-70 min",16,"Roger Tankersley, David Thompson (I)","Rebellion Unplugged",2,2D111,Need,0,0,50,
"Snow Climbing",0,2-4,"30-45 min",14,"Yuri Morroni, Gabriel Toschi","Grok Games",4,4F510,Need,0,0,,
Snowp,0,2-6,"20-30 min",8,"Eisuke Fujinawa (藤縄英佑), Kazunori Hori (堀和紀)",SzpiLAB,5,5M325,Need,0,0,,
"Snowy Tricks",0,2-5,"20 min",8,"Adrie Drent, Esther Jacobsen, Alexander Kneepkens, Vicky Trouerbach","Jolly Dutch Productions",6,6F110,Need,0,0,14,
"Sobakistan: Land of Dogs",0,3-6,"30-60 min",12,"Sergey Shapovalov","Hobby World",6,6H110,Need,0,0,20,
"Solstis Collector",0,2,"15 min",8,"Bruno Cathala, Corentin Lebrat","KODAMA. The Playful Spirit",6,6G400,Need,0,0,30,
"Solstis Leuchtk�fer",1,2,"15 min",8,"Bruno Cathala, Corentin Lebrat","Frosted Games",3,3G300,Need,0,0,7,
"Song of the Wildkin",0,1-4,"60 min",0,"Hermes Pique","Bōken Games",5,5D100,Need,0,0,,
Soothsayers,0,2-5,"30-60 min",12,"Jeff Grisenthwaite","Strohmann Games",,"3 T-600",Need,0,0,28,
Soulaween,0,2,"15-30 min",6,"Shi Chen","Play With Us Design (玩聚設計)",2,2E510,Need,0,0,,
"Space Lab",0,1-4,"20-30 min",10,"Johannes Goupy, Corentin Lebrat","Frosted Games",3,3G300,Need,0,0,20,
Spacedogs,0,2-5,"120-180 min",14,"Nova Steinmetz","Nova Horizon Games",4,4H300,Need,0,0,,
Spaghettin,0,2-6,"2-5 min",8,"Franco Sardo","Alley Cat Games",3,3F400,Need,0,0,14,
SPELL,0,1-2,"15-25 min",8,"Jesús Fuentes","Nuts! Publishing",3,3K415,Need,0,0,12,
Spell,0,2-6,"20 min",8,"Ralf zur Linde","Skellig Games",3,3C300,Need,0,0,15,
"Spicy Pop",0,2-5,"20-30 min",10,"Ren Takahashi","Little Rocket Games",2,2D511,Need,0,0,13,
"Spirits of Valenor",0,2-4,"30-40 min",10,"Johannes Krenner, Alexander Pfister","Pegasus Spiele",3,3M120,Need,0,0,15,
"Spit Bars",0,2-5,"20-40 min",14,"Flaminia Brasini, Virginio Gigli","Pick 'N' Roll Games Lab",3,3C110,Need,0,0,,
"Splendor Duel: Die Juwelenf�lscher",1,2,"30 min",10,"Marc André, Bruno Cathala","Space Cowboys",,,Need,0,0,10,
"Spooky Bar",0,2-4,"15-20 min",8,"Benjamin Schwer","Edition Spielwiese",6,6A300,Need,0,0,,
"Spotlight: Fantasy",0,1-5,"15 min",6,"Hjalmar Hach, Lorenzo Silva","Horrible Guild",6,6B115,Need,0,0,,
"Spur Note",0,2-4,"10-20 min",10,"Rail Amasaki",14games,5,5K400,Need,0,0,20,
"Spy Team",0,4,"30 min",8,"無界 (Mukai)",Korokorodou,5,5M310,Need,0,0,20,
Spyworld,0,2-99,"30 min",8,"Frédéric Morard","HeidelBÄR Games",6,6B200,Need,0,0,25,
"Star Empires",0,2-4,"10-30 min",13,"Milan Tasevski","Archona Games",3,3U215,Need,0,0,,
"Star Gazers",0,2-4,"20-40 min",10,"J.B. Howell, Don Riddle","25th Century Games",6,6B201,Need,0,0,40,
"Star Trek: Captain's Chair ? Unendliche Weiten",0,1-2,"60-120 min",14,"Nigel Buckle, Dávid Turczi, Adam Turczi","Frosted Games",3,3G300,Need,0,0,70,
"Star Trek: Captain's Chair ? Zweiter Kontakt",1,1-2,"60-120 min",14,"Nigel Buckle, Dávid Turczi, Adam Turczi","Frosted Games",3,3G300,Need,0,0,30,
"Star Trek: Space Hunt",0,2-4,"25-40 min",8,"Roberto Fraga, Yohan Lemonnier, Delphine Lemonnier",Matagot,3,3F120,Need,0,0,30,
"Stars of Ilume�a",0,1-4,"60-120 min",12,"Christian Peter Schäfer-Scheidtweiler, Stefan Scheidtweiler","Ornament Games",2,2D110,Need,0,0,59,
"Steam & Cheese",0,1-4,"90-180 min",12,"Alexander Rein","Skellig Games",3,3C300,Need,0,0,,
"Steam & Cheese",0,1-4,"90-180 min",12,"Alexander Rein","Skellig Games",3,3C300,Need,0,0,,
"Stem & Branch",0,1-4,"20-30 min",8,"Michael Orion","Rolling Wizards Studio",,,Need,0,0,35,
Stibitzt!,0,2-5,"45-60 min",10,"Jonathan Gilmour-Long, David Gordon (I)","Frosted Games",3,3G300,Need,0,0,40,
Stonesaga,0,1-4,"60-120 min",13,"Max Brooke, Luke Eddy","Board Game Circus",2,2C130,Need,0,0,,
"Stonesaga: Mythen und Mahlzeiten",1,1-5,,0,"Max Brooke, Luke Eddy","Board Game Circus",2,2C130,Need,0,0,,
"Stonesaga: Treue Gef�hrten",1,,,0,"Max Brooke, Luke Eddy","Board Game Circus",2,2C130,Need,0,0,,
"Stonk Market",0,3-6,"20 min",9,"Reiner Knizia",Allplay,8,8D200,Need,0,0,9,
"Storyfold: Schattenwald",0,1,"30-60 min",13,"Sjoerd van der Linde","Board Game Circus",2,2C130,Need,0,0,45,
"Strange Slot Simulator",0,1-5,"10-20 min",14,"パーティ太郎 (Party Taro)","Hobby Japan",3,3F120,Need,0,0,25,
"Street Art",0,2-6,"15 min",8,"Reiner Knizia",ArsEdition,6,6A200,Need,0,0,12,
"Stubborn Sheep",0,1-5,"30-50 min",10,"Bert Menting","Wulfhorn Games",3,3H225,Need,0,0,15,
"Summoner Wars (Second Edition): Moonsteppe Wolves Faction Deck",1,2,"30-60 min",14,"Colby Dauch","Plaid Hat Games",3,3C415,Need,0,0,15,
"Summoner Wars (Second Edition): Thornhold Drey Faction Deck",1,2,"30-60 min",14,"Colby Dauch","Plaid Hat Games",3,3C415,Need,0,0,15,
"Sunfield Farm",0,2-4,"30-45 min",10,"Yoann Levet, Céline Levet","Studio H",6,6K300,Need,0,0,30,
"Super Auto Pets Card Battle: Bonus Pack 1",1,2,"30 min",9,"Nick Conley","Plaid Hat Games",3,3C415,Need,0,0,5,
"Super Auto Pets Card Battle: Classic Pack",0,2,"30 min",9,"Nick Conley","Plaid Hat Games",3,3C415,Need,0,0,20,
"Super Auto Pets Card Battle: Golden Pack",0,2,"30 min",9,"Nick Conley","Plaid Hat Games",3,3C415,Need,0,0,20,
"Super Auto Pets Card Battle: Magic Pack",0,2,"30 min",9,"Nick Conley","Plaid Hat Games",3,3C415,Need,0,0,20,
"Surfin' Cats",0,2-5,"20-30 min",10,"Aitor Perea Cobo, Iván Cuadra García","2Tomatoes Games",6,6B400,Need,0,0,24,
Sweepers,0,2-4,"5-10 min",4,"Oleg Meleshin","Red Cat Games",6,6H110,Need,0,0,17,
"Sweet Shade",0,2-6,"10 min",5,"Dmitrijus Babičius",HABA,8,8A300,Need,0,0,16,
"Sylvans: Duel of the Mistwings",0,2,"15-30 min",10,"APEX Ideenschmiede",(Self-Published),,,Need,0,0,30,
Symbiose,0,2-4,"10-20 min",8,"Jérémy Partinico, Christelle Partinico",Gam'inBIZ,2,2C115,Need,0,0,13,
"Syzygy ?????",0,3-6,"15 min",6,"Asuka (あすか), イケ (IKE)",EmperorS4,4,4J325,Need,0,0,15,
Tacta,0,2-6,"20 min",7,"Jason Tremblay","The Op Games",,,Need,0,0,8,
"Tag Team: Arthur's Legacy",0,2,"15-20 min",10,"Gricha German, Corentin Lebrat, Florian Sirieix, Benoit Turpin",KOSMOS,7,7E400,Need,0,0,17,
"Tag Team: Artus` Verm�chtnis",0,2,"15-20 min",10,"Gricha German, Corentin Lebrat, Florian Sirieix, Benoit Turpin",KOSMOS,7,7E400,Need,0,0,14,
"Tag Team: SNK Arcade Legends",0,2,"15-20 min",10,"Gricha German, Christian Kudahl, Corentin Lebrat","Scorpion Masqué",,,Need,0,0,17,
"Take Time: Mirage",1,2-4,"30 min",10,"Alexi Piovesan, Julien Prothière",Libellud,7,7C111,Need,0,0,8,
Tanbo,0,2,"5-20 min",8,"きゃし (Ikumo Tasaka)",AllGo-Games,6,6K301,Need,0,0,15,
"Tang Master Tailor",0,2-4,"30-60 min",8,"Hongkai Chen, Xiaowei Wang","JJ Board Game",5,5H400,Need,0,0,35,
Tanglung,0,1-2,"10-20 min",8,"Mark William",LUMA,2,2D330,Need,0,0,12,
"Tax the Rich",0,3-6,"20-30 min",14,"Kristian Amundsen Østby, Kjetil Svendsen","Pegasus Spiele",3,3M120,Need,0,0,15,
"Tea & Rum",0,2-4,"60-120 min",14,"Fabien Gridel","Captain Games SRL",3,3Q600,Need,0,0,,
"Temple of Five",0,2-4,"30-60 min",10,"Carlo A. Rossi","Strohmann Games",,"3 T-600",Need,0,0,22,
"Tenpenny Parks: Collector's Edition",0,1-5,"45-75 min",10,"Nate Linhart","Thunderworks Games",4,4G500,Need,0,0,135,
"Tenpenny Parks: Innovation Expansion",1,1-5,"45-75 min",10,"Nate Linhart","Thunderworks Games",4,4G500,Need,0,0,45,
"Tenpenny Parks: Winter Lights & Spooky Nights Expansion",1,1-4,"45-75 min",10,"Nate Linhart","Thunderworks Games",4,4G500,Need,0,0,30,
"Terrasses de Kanoa",0,1-4,"25-40 min",10,"David Carmona, Karen Nguyen","Unfriendly Games",6,6K400,Need,0,0,36,
Terravista,0,1-6,"15 min",8,"Eilif Svensson, Åsmund Svensson","Chilifox Games",3,3F120,Need,0,0,20,
"Terrorscape 2",0,2-5,"30-45 min",14,"Jeffrey CCH","Ice Makes",3,3K315,Need,0,0,,
TFTC,0,2-4,"30-45 min",14,"Aigar Alaveer","2D6.EE (Side Quest Games)",3,3B111,Need,0,0,15,
"The Amazing Journey",0,2-4,"45-60 min",8,"Hjalmar Hach, Lorenzo Silva","Horrible Guild",6,6B115,Need,0,0,,
"The Bark Side",0,3-6,"30 min",7,"円卓P (entaku_P)","Korea Boardgames",5,5A300,Need,0,0,10,
"The Beat: Rockstars of the Galaxy",0,2-4,"10-20 min",8,"Morten Blaabjerg, Christian Kudahl","Nerdlab Games",5,5B700,Need,0,0,,
"The Bird",0,2-8,"15-25 min",7,"Adam Rehberg","Adam's Apple Games, LLC",4,4H120,Need,0,0,,
"The Book Women",0,1-4,"60-120 min",12,"David Bernal, Eugeni Castaño","Salt & Pepper Games",3,3A400,Need,0,0,,
"The Challenge of Barletta",0,2-4,"30-60 min",14,"Michele Quondam",Giochix.it,3,3H315,Need,0,0,39,
"The Dawn of Pangaea",0,1-4,"40-80 min",10,"Thomas Franken","Treecer (Treeceratops)",3,3Q400,Need,0,0,65,
"The Dream",0,2-4,"15-20 min",0,"Thomas Dagenais-Lespérance","Studio H",6,6K300,Need,0,0,15,
"The Elder Scrolls: Betrayal of the Second Era",0,1-4,"120-240 min",14,"Josh J. Carlson, Michael Gernes, Logan Giannini, Ryan Howard, Salem Scott, Josh Wielgus","Frosted Games",3,3G300,Need,0,0,240,
"The Game Makers",0,1-6,"60-90 min",15,"Ben Rosset","Bézier Games",2,2B510,Need,0,0,,
"The Gang: All-In Deluxe Edition",0,3-10,"20 min",10,"John Cooper, Kory Heath",KOSMOS,7,7E400,Need,0,0,29,
"The Glasgow Train Robbery",0,2,"30-45 min",14,"Eloi Pujadas, Ferran Renalias","Salt & Pepper Games",3,3A400,Need,0,0,40,
"The Great Harbor",0,1-4,"45-120 min",13,"Matteo De Nardis","Archona Games",3,3U215,Need,0,0,49,
"The Happiest Cat in the World",0,2-4,"30 min",8,"Olivier Cipière, Oussama Khelifati","Rebel Studio",,,Need,0,0,27,
"The Jailbreak",0,2-4,"20 min",10,"Joel Kennedy, Karl Lange","Adam's Apple Games, LLC",4,4H120,Need,0,0,,
"The Last Relic of R?lyeh",0,2,"45-75 min",10,"Pau Carles","DMZ Games",3,3T100,Need,0,0,15,
"The Last Squadron",0,1-4,"15-30 min",8,"José Muñoz Gómez",Juegorama,3,3Q115,Need,0,0,15,
"The Lord of the Rings: Circle of Conflict",0,2-4,"60-90 min",14,"Stephen Buonocore, Geoff Engelstein","Office Dog",,,Need,0,0,50,
"The Mix",0,1-4,"60-90 min",14,Guime,HABA,8,8A300,Need,0,0,,
"The Mix",0,1-4,"60-90 min",14,Guime,HABA,8,8A300,Need,0,0,,
"The Mix: International Booster Pack",1,1-4,,0,Guime,HABA,8,8A300,Need,0,0,,
"The Mix: Mocktails Booster Pack",1,1-4,,0,Guime,HABA,8,8A300,Need,0,0,,
"The Mix: Signature Booster Pack",1,1-4,,0,Guime,HABA,8,8A300,Need,0,0,,
"The Mix: Tiki Style Booster Pack",1,1-4,,0,Guime,HABA,8,8A300,Need,0,0,,
"The Old King's Crown",0,1-4,"60-120 min",12,"Pablo Clark",Spielworxx,3,3B300,Need,0,0,80,
"The Old Ones of El Dorado",0,1-4,"60-120 min",14,"Bruno Liguori Sia","Dranda Games",3,3H400,Need,0,0,45,
"The Path of the Priest",0,1,"10-15 min",8,"Gabriel Faure","Detestable Games",,,Need,0,0,,
"The Peak Team",0,1-5,"60 min",10,"Scott Almes",HUCH!,,,Need,0,0,35,
"The Purple House",0,1-5,"20-30 min",8,"Daryl Chow, Nicanor ""Nico"" Valdez",Origame,6,6G102,Need,0,0,20,
"The Queen's Dilemma",0,3-6,"60-90 min",14,"Hjalmar Hach, Lorenzo Silva","Horrible Guild",6,6B115,Need,0,0,140,
"The Queen's Dilemma",0,3-6,"60-90 min",14,"Hjalmar Hach, Lorenzo Silva","Horrible Guild",6,6B115,Need,0,0,,
"The Quickening",0,2,"5-15 min",8,"Riccardo Neri","Skytear Games",3,3P111,Need,0,0,25,
"The Republic's Struggle",0,2-4,"180-240 min",14,"Teo Álvarez","NAC Wargames",3,3N300,Need,0,0,45,
"The Runaway Robot",0,2-5,"15-25 min",10,"Daryl Chow",Origame,6,6G102,Need,0,0,20,
"The Safe",0,1-6,"50 min",8,"Robin Van Hoeydonck","Happy Meeple Games",2,2A420,Need,0,0,25,
"The Six of VIII",0,3-4,"15-60 min",8,"Carol LaGrow","25th Century Games",6,6B201,Need,0,0,15,
"The Slasher",0,2,"15-30 min",14,"タカハシ カツナリ (Katsunari Takahashi","JELLY JELLY GAMES",3,3F110,Need,0,0,14,
"The Trial",0,5-10,"20-40 min",8,"Abdulaziz Aljazzaf, Mohammad Sanasiri","Dream Alley Games",5,5J400,Need,0,0,30,
"The Trial of the Forest",0,2-4,"60-120 min",10,"Giancarlo Spinelli","Rebel Studio",,,Need,0,0,50,
"The White Castle: B?eki",1,1-4,"80-100 min",12,"Isra C., Shei S.",Devir,3,3D600,Need,0,0,,
Thessaloniki,0,1-4,"90-120 min",14,"Federico Pierlorenzi, Daniele Tascini",Board&Dice,3,3G200,Need,0,0,50,
"Thessaloniki: Handel im Zeitalter der Tetrarchie",0,1-4,"90-120 min",14,"Federico Pierlorenzi, Daniele Tascini",Board&Dice,3,3G200,Need,0,0,,
"Thieves of Eldris",0,1-6,"20-45 min",14,"Aaron Crow, Ryan Scott","Inside Up Games",3,3R400,Need,0,0,30,
"This Side Up",0,1-4,"40-60 min",8,"Quentin Quek",PlayByDesign,,,Need,0,0,,
"Threaded: A Game of Needles and Points",0,2-5,"30-45 min",14,"Ellie Dix","Osprey Games",3,3M600,Need,0,0,40,
"Three Sisters: Harvest Edition",0,1-4,"30-60 min",12,"Adam Hill, Ben Pinchback, Matt Riddle","25th Century Games",6,6B201,Need,0,0,35,
"Thron der L�gen",0,3-6,"30 min",8,"Michael Palm, Lukas Zach",ArsEdition,6,6A200,Need,0,0,12,
"Thunder Road: Ignition",0,2-4,"25-45 min",8,"Noah Cohen, Rob Daviau, Justin D. Jacobson, Justin Kemppainen",IELLO,6,6F200,Need,0,0,30,
"Tianxia: Die Seidenstra�e",1,1-4,"60-120 min",14,"Antonio Petrelli, Daniele Tascini","Giant Roc",2,2E440,Need,0,0,,
Tibetana,0,2,"30-60 min",14,"Borja Barinaga, José Céspedes, Daniel Pons","musi nasa games",3,3C120,Need,0,0,60,
"Time of Your Life",0,2-6,"20-30 min",8,"Jordy Adan","Alley Cat Games",3,3F400,Need,0,0,,
"Timeless Journeys: The Italian Grand Tour",0,1-5,"60-120 min",14,"Nestore Mangone, Andrea Robbiani","Lirius Games",3,3F600,Need,0,0,,
"Timeless Journeys: The Italian Grand Tour Collector's Edition",0,1-5,"60-120 min",14,"Nestore Mangone, Andrea Robbiani","Lirius Games",3,3F600,Need,0,0,,
Timespan,0,1-5,"90 min",12,"Kenneth Minde, Kristian Amundsen Østby","Alion – by Dr Ø",3,3F110,Need,0,0,65,
Tinctura,0,2-4,"90-120 min",10,"Franziska Stürzenhofecker, Jürgen Then","Skellig Games",3,3C300,Need,0,0,55,
Tinctura,0,2-4,"90-120 min",10,"Franziska Stürzenhofecker, Jürgen Then","Skellig Games",3,3C300,Need,0,0,55,
"Tiny Mountain Goats",0,2-4,"20 min",8,"Stefan Risthaus","OSTIA Spiele",4,4J500,Need,0,0,9,
"T�r na n�g",0,1-5,"30-45 min",13,"Isaac Shalev, Jason Slingerland","Frosted Games",3,3G300,Need,0,0,45,
