name,expansion,players,play_time,age,designers,publishers,hall,booth,priority,preorder,prepaid,price,notes
"Gretchens Garten",0,2-4,"45 min",10,"Jay Bendixen, Ryan Boucher","Lookout Games",,,Need,0,0,,
"Grey Eminence: Heart of Europe",0,1-5,"90-180 min",14,"Jordan Kouzmanoff","The Nestinars",2,2E450,Need,0,0,,
Greylune,0,2-4,"45-90 min",14,"William Attia","Sorry We Are French",6,6K400,Need,0,0,28,
"Grind House",0,2-6,"20-30 min",15,"Jon Cohn, Siddarth RG","Everything Epic Games",,,Need,0,0,,
Grizzo,0,2-5,"20 min",8,"Sebastian Ziege",HABA,8,8A300,Need,0,0,11,
"Grizzy & die Lemminge",0,1-4,"20-25 min",5,"Christophe Lauras",AllGo-Games,6,6K301,Need,0,0,,
Groll,0,1-4,"60 min",13,"Manny Trembley","Frosted Games",3,3G300,Need,0,0,70,
"Groll: Paldeyn",1,1-4,"60 min",13,"Manny Trembley","Frosted Games",3,3G300,Need,0,0,27,
"Groll: Venna",1,1-4,"60 min",13,"Manny Trembley","Frosted Games",3,3G300,Need,0,0,27,
"Grow Sky",0,1-4,"45-90 min",10,,"CMON Global Limited",6,6F301,Need,0,0,35,
Gruntz,0,2,"10-30 min",12,"Carter Scott",Allplay,8,8D200,Need,0,0,20,
"Gruntz: Supplies",1,2,"20 min",8,"Carter Scott",Allplay,8,8D200,Need,0,0,7,
"Guerre Eclair",0,2,"45-60 min",14,"Yasushi Nakaguro","Nuts! Publishing",3,3K415,Need,0,0,25,
"Gunsen: The Battle for Toshi Ranbo",0,2-6,"45-90 min",14,"Matthew O'Malley, Ben Rosset","Office Dog",,,Need,0,0,60,
H���!?,0,2-5,"15-20 min",10,"Ralf zur Linde","Perdix Spiele",,,Need,0,0,15,
Haggis,0,2-4,"45 min",13,"Sean Ross (I)","Grok Games",4,4F510,Need,0,0,,
"Happy Rainbow",0,2-4,"10 min",3,"Marisa Peña",HABA,8,8A300,Need,0,0,14,
"Harmonies: Crescendo",1,1-4,,10,"Johan Benvenuto, Mathieu Rivero",Libellud,7,7C111,Need,0,0,,
"Harmonies: Pulse",1,1-4,"30-45 min",10,"Johan Benvenuto",Libellud,7,7C111,Need,0,0,,
"Haunted Mouse",0,2-5,"20-45 min",15,"Jonathan Cox","Bézier Games",2,2B510,Need,0,0,,
"Haunted Mouse: It's a Trap!",1,2-5,"30 min",14,"Jonathan Cox","Bézier Games",2,2B510,Need,0,0,,
Heartbeats,0,2-6,"30 min",16,"Julien Gupta",KOSMOS,7,7E400,Need,0,0,14,
"Hegemony: Shadows of Authority",1,2-4,"90-180 min",14,"Vangelis Bagiartakis, Varnavas Timotheou","Hegemonic Project Games",3,3Q500,Need,0,0,,
"Heimliche Herrschaft: Duell",0,2,"15-25 min",10,"Michiel de Wit","Board Game Circus",2,2C130,Need,0,0,15,
"Hell: Legends",0,1-4,"120-240 min",16,"David Rimbach","Hodari Spiele",3,3H300,Need,0,0,,
Hellas,0,2-4,"45-60 min",10,"Stefan Dorra",Playte,6,6D405,Need,0,0,24,
"Heroes II: Write & Conquer",0,2-4,"60 min",12,"Egor Nikolaev, Yuri Zhuravljov","Hobby World",6,6H110,Need,0,0,20,
"Heroes of Baler",0,1-2,"90-120 min",14,"José Manuel Neva","NAC Wargames",3,3N300,Need,0,0,55,
"Hidden Ark: Wild Oceans",1,1-5,"60-90 min",10,"Tobias Hall","All Or None Games",3,3E500,Need,0,0,10,
"High 5",0,2-6,"15 min",10,"Stefan Godot","Godot Games",3,3N400,Need,0,0,15,
"High 5 18+",0,2-6,"15 min",18,"Stefan Godot","Godot Games",3,3N400,Need,0,0,15,
"High Moon",0,2-4,"40-60 min",0,"Antonio Guillamó ""Guilla""","Combo Games (II)",3,3U120,Need,0,0,25,
"Hike!: All About Huskies Expansion",1,2-6,"20-45 min",12,"Blaž Hribar, Nika Mlinarič",SnowBoardGames,2,2B515,Need,0,0,14,
Himizu,0,2,"20 min",10,"Carles Carreras","2Tomatoes Games",6,6B400,Need,0,0,24,
"Hire or Fire",0,3-6,"30 min",14,,HUCH!,,,Need,0,0,25,
"Holiday Hijinks #12: The Krampus Caper",0,1-4,"60 min",13,"Jonathan Chaffer","Grand Gamers Guild",3,3E400,Need,0,0,9,
"Holiday Hijinks #13: The Friday Fright",0,1-4,"60 min",12,"Jonathan Chaffer","Grand Gamers Guild",3,3E400,Need,0,0,9,
"Holiday Hijinks #14: The Dreidel Dilemma",0,1-4,"45-60 min",13,"Jasmine Hweh, Kirsten Lunde","Grand Gamers Guild",3,3E400,Need,0,0,9,
"Holiday Hijinks #15: The Mutiny Mystery",0,1-4,"45-75 min",13,"Jonathan Chaffer","Grand Gamers Guild",3,3E400,Need,0,0,9,
"Holiday Hijinks #16: The Pride Pursuit",0,1-4,"45-60 min",13,"Danielle Reynolds","Grand Gamers Guild",3,3E400,Need,0,0,9,
"Honey Wall",0,2-4,"15-30 min",10,"Maarten van der Meulen","Jolly Dutch Productions",6,6F110,Need,0,0,14,
Honeypot,0,1-6,"15-30 min",10,"Joseph Z. Chen","Flatout Games",,,Need,0,0,20,
"Hoplomachus: Victorum",0,1,"60-90 min",14,"Josh J. Carlson, Adam Carlson, Logan Giannini","Frosted Games",3,3G300,Need,0,0,160,
Horizonte,0,3-5,"20-30 min",10,"Arthur Lacerda",Carteado,4,4F510,Need,0,0,30,
"Horologium: Die Orloj von Prag",0,1-4,"60-120 min",14,"Abraham Sanchez Hermida, Paloma J. Pascual","Frosted Games",3,3G300,Need,0,0,65,
"Horrified: Dungeons & Dragons ? Ravenloft",0,1-5,"60 min",10,"Peter Lee, Nick Tourville","Ravensburger AG",7,7D311,Need,0,0,,
"Horror on the Orient Express: The Board Game",0,1-4,"90-120 min",14,"Michał Gołąb Gołębiowski, Adam Kwapiński",Chaosium,3,3B120,Need,0,0,135,
"Hot Heads",0,2-5,"25 min",8,"Jeroen Geenen, Vera Quispel","Jolly Dutch Productions",6,6F110,Need,0,0,14,
Hotshots,0,1-4,"60 min",10,"Justin De Witt","Fireside Games",2,2D210,Need,0,0,50,
HUND,0,2-5,"45 min",10,"Klaus Geis","BoardM Factory",4,4E425,Need,0,0,15,
"I C E: Collector",0,1-5,"75-120 min",14,"Bragou, Sams","This Way!",3,3J300,Need,0,0,165,
"I C E: Second Edition",0,1-5,"75-120 min",14,"Bragou, Sams","This Way!",3,3J300,Need,0,0,75,
Ice,0,2,"5-15 min",8,,"Taiwan Boardgame Design",4,4J325,Need,0,0,13,
Ice,0,2,"5-15 min",8,,"Taiwan Boardgame Design",4,4J325,Need,0,0,13,
"II World War 1939 - 1945",0,2-3,"90-120 min",14,"Carlos Diaz Narvaez","NAC Wargames",3,3N300,Need,0,0,30,
Ikebana,0,2-5,"30 min",8,,HUCH!,,,Need,0,0,18,
"ILAN: Expedition ins ewige Eis",0,2-5,"20-40 min",10,"Chilo Varela, Dany Varela","Biberstein Spiele",,,Need,0,0,23,
"Impro Quest",0,2-5,"20-60 min",14,"Thomas Baumann, Benjamin Schultz","Boardgame Racoon",3,3G610,Need,0,0,20,
"Independence: Patriots vs. the Crown",0,2,"45-60 min",14,"Mariusz Rosik, Łukasz Włodarczyk",PHALANX,3,3L500,Need,0,0,20,
"Inferno 1348",1,1-4,"30-120 min",13,"Fernando Eduardo Sánchez","Strohmann Games",,"3 T-600",Need,0,0,45,
"Inferno 1348",1,1-4,"30-120 min",13,"Fernando Eduardo Sánchez","Strohmann Games",,"3 T-600",Need,0,0,45,
"Inferno: Virgil, Charon & Lucifer",1,1-4,"30-120 min",14,"Fernando Eduardo Sánchez","Red Mojo",3,3C311,Need,0,0,25,
"Infinity: HexaDome Legends",0,2,"60-90 min",12,"Alberto Abal, Jesús Fuster, David Rosillo","Corvus Belli",1,1D113,Need,0,0,75,
"Inis: Nemed",1,2-5,"60-90 min",14,"Christian Martinez","Giant Roc",2,2E440,Need,0,0,45,
Insurrection,0,2-6,"15-25 min",10,"Tore Næss","Pegasus Spiele",3,3M120,Need,0,0,20,
"Into the Machine",0,2-5,"45-60 min",10,"Kasper Lapp","Alderac Entertainment Group",3,3B200,Need,0,0,40,
"Ironwood: Stahl und Geist",1,1-2,"30-60 min",12,"Maël Brunet, Julien Chaput","Mindclash Games",3,3G115,Need,0,0,,
"Ironwood: Steel & Spirit",1,1-2,"30-60 min",12,"Maël Brunet, Julien Chaput","Mindclash Games",3,3G115,Need,0,0,25,
"Isle Tiles",0,2-4,"30-45 min",8,"Marco Teubner","Edition Spielwiese",6,6A300,Need,0,0,,
"Jackpot: Set the Reel",0,1-4,"30-60 min",12,"Kristian Karlberg, Kenny Zetterberg","Dranda Games",3,3H400,Need,0,0,20,
"Jackpot: Set the Reel ? Expansions",1,1-4,"30-45 min",12,"William Brasher, Kristian Karlberg, Ayden Lowther, Simon Milburn, Kenny Zetterberg","Dranda Games",3,3H400,Need,0,0,10,
"Jiangnan: The Art of Influence",0,1-5,"90-120 min",13,DuGuWei,HUCH!,,,Need,0,0,40,
"Jibber Jabble",0,3-10,"15 min",8,"Cassie Sikes",Allplay,8,8D200,Need,0,0,9,
"Jisogi: Anime Studio Tycoon",0,1-4,"60-120 min",12,"Rodrigo Esper","Good Games Publishing",2,2D530,Need,0,0,60,
"John Company: Zweite Auflage",0,1-6,"90-240 min",13,"Cole Wehrle",Spielworxx,3,3B300,Need,0,0,100,
"Jolly Christmas",0,2-5,"20 min",8,"Seppe van Ael","Jolly Dutch Productions",6,6F110,Need,0,0,14,
"Joyride Duell: Kopf an Kopf",0,2,"20-40 min",14,"Duncan Molloy, Pete Ward",Grimspire,2,2E440,Need,0,0,,
"Joyride: Schnell oder Schrott",0,2-4,"30-60 min",14,"Duncan Molloy, Pete Ward",Grimspire,2,2E440,Need,0,0,,
"Joyride: Turbo",0,2-4,"20-70 min",12,"Duncan Molloy, Pete Ward",Grimspire,2,2E440,Need,0,0,,
JumbleJack,0,4-8,"30-45 min",10,"Emanuele Briano","Alderac Entertainment Group",3,3B200,Need,0,0,30,
Jungle,0,2,"10-15 min",8,"Daryl Chow, Khanat Sadomwattana","Taiwan Boardgame Design",4,4J325,Need,0,0,13,
"Jurassic Zoo",0,1-6,"20 min",8,"Matthew Dunstan, Phil Walker-Harding",frechverlag,6,6H200,Need,0,0,12,
"Jure Grando: The First Vampire",0,1-4,"45-60 min",14,"Damir Debanic",InterHuman,3,3C411,Need,0,0,58,
Jusayo,0,3-5,"15 min",8,"Woojin Yang","Korea Boardgames",5,5A300,Need,0,0,13,
"Just 3 folds",0,1-6,"15 min",16,"Kohta Nakagawa","JJ Board Game",5,5H400,Need,0,0,15,
"Just Chillin",0,1-6,"20-30 min",8,"Juan Agustín Maiolino, Ariel Mora","Mandoo Games",6,6B201,Need,0,0,,
"Ka'an: Cities in the Sky",0,2-4,"30-60 min",12,"Diego Burgos","Detestable Games",,,Need,0,0,,
Kadath,0,2,"25-35 min",14,"Aaron Campos, Ignasi Lausin",Invedars,3,3U200,Need,0,0,20,
Kalypso,0,1-4,"45-60 min",14,"Gilles Turbide","Pegasus Spiele",3,3M120,Need,0,0,60,
Kalypso,0,1-4,"45-60 min",14,"Gilles Turbide","Pegasus Spiele",3,3M120,Need,0,0,55,
Kano,0,2-4,"30-40 min",12,"Pablo Jiménez, Angel Pintero",Matagot,3,3F120,Need,0,0,,
"Karak II: Inferno",1,1-5,"45-90 min",10,"Petr Mikša",Albi,4,4D400,Need,0,0,20,
"Karak: Labyrinth",0,1-4,"10-20 min",6,"Petr Vojtěch",Albi,4,4D400,Need,0,0,25,
Karnivorous,0,1-4,"45 min",10,"Inka Brand, Markus Brand",inPatience,2,2D411,Need,0,0,35,
"Katana Spirits",0,2-5,"30-45 min",14,"Geoffrey Chia","Good Spirit Games",5,5K310,Need,0,0,25,
"Keep the Heroes Out!: Dungeons Below",1,1-4,,0,"Luís Brueh","Brueh Games Inc.",2,2C400,Need,0,0,40,
"Kelp: Offshore Offspring Expansion",1,2,"40-60 min",10,"Carl Robinson","Wonderbow Games",3,3Q120,Need,0,0,,
Kilauea,0,2-4,"40-60 min",10,"David Bernal, Ferran Renalias",HABA,8,8A300,Need,0,0,30,
"Killer Questions",0,3-10,"15-30 min",8,"John Adams",HUCH!,,,Need,0,0,21,
"King of Tokyo: Duel ? Tokyo Bay",0,2,"20 min",8,"Richard Garfield",IELLO,6,6F200,Need,0,0,22,
"Kingdom Come: Deliverance ? Das Brettspiel",0,1-4,"120-320 min",14,"Vlaada Chvátil, Tomáš Holek","Czech Games Edition (CGE)",3,3V400,Need,0,0,150,
"Kingdom Come: Deliverance ? The Board Game",0,1-4,"120-320 min",14,"Vlaada Chvátil, Tomáš Holek","Czech Games Edition (CGE)",3,3V400,Need,0,0,150,
"Kingdoms Forlorn: Dragons, Devils and Kings",0,1-5,,0,"Marcin Wełnicki","Into the Unknown",4,4E200,Need,0,0,299,
"Kingsport Travel Guide",0,1-4,"30-40 min",14,"Dan Lièvre","CrowD Games",3,3P200,Need,0,0,25,
"Kinoko Kombat",0,2-4,"15 min",8,"Muneyuki Yokouchi (横内宗幸)",Nekuma,5,5K415,Need,0,0,15,
"Kinsokuchi (???)",0,2-6,"30 min",10,"SHI-TEN-NOU (知転悩)",Sugorokuya,,,Need,0,0,20,
Kitala,0,2-7,"5 min",6,"Ronald Villaver","Locomuse studio",3,3F120,Need,0,0,15,
"Kitchen Rally",0,2-6,"25-30 min",9,"Gabriele Bubola, Simone Luciani",Boardcubator,4,4C120,Need,0,0,,
"Kleine Clans",0,1-4,"60-150 min",14,"Benjamin Schultz","Boardgame Racoon",3,3G610,Need,0,0,40,
"Kleine Dinos",0,2-4,"10-15 min",3,"Tim Rogasch",HABA,8,8A300,Need,0,0,10,
"Kleine Morde unter Freunden: Sherlock Holmes",0,4-6,"45-60 min",14,"Virginie Pelletier",frechverlag,6,6H200,Need,0,0,20,
"Kleine Morde unter Freunden: True Crime",0,4-6,"45-60 min",14,"Valérie Cluzel",frechverlag,6,6H200,Need,0,0,20,
"Kluster Trio",0,1-8,"10 min",7,"Robert Henning, Paula Henning","Borderline Editions",,,Need,0,0,20,
"Knarr: Skali",1,2-4,"30 min",10,"Thomas Dupont",MM-Spiele,6,6B300,Need,0,0,20,
"Knock Twice",0,3-8,"20 min",10,"Paolo Bianchi (II)","Cranio Creations",3,3T400,Need,0,0,,
"KPop Demon Hunters: Battle for the Spotlight",0,2-6,"15 min",8,"Seiji Kanai, Waleed Ma'arouf","Z-Man Games",,,Need,0,0,15,
Krakel-Spektakel,0,2-8,"30 min",10,"Die 7 Bazis",frechverlag,6,6H200,Need,0,0,24,
"Kryptothera: A Cryptid in Every City Expansion",1,2-6,"60-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,18,
"Kryptothera: Frontiers Awaken Expansion",1,2-6,"60-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,42,
"Kryptothera: Monstrous Holidays Expansion",1,2-6,"60-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,15,
"Kryptothera: The Cryptid Pursuit",0,2-6,"60-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,106,
"Kryptothera: The Cryptid Pursuit ? Solo & Co-op Mode",1,1-4,"30-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,48,
"Kryptothera: The Cryptid Pursuit ? The Cultural Exchange Expansion",1,2-6,"60-90 min",10,"David Pecorini Cancellario D' Alena, Sara Parsi di Landrone, Vangelis Matthaiopoulos, Stefanos Pagonidis","NoctiLux Games",2,2C310,Need,0,0,18,
"KRZ GRTN",0,3-6,"30 min",10,"Mads Fløe",frechverlag,6,6H200,Need,0,0,20,
Kulami,0,2,"30 min",10,"Andreas Kuhnekath-Häbler",Helvetiq,8,8D300,Need,0,0,30,
Kumata,0,2-4,"15-20 min",8,"Claude Leroy",Cosmoludo,,,Need,0,0,22,
"KumoKumo Park",0,2-4,"20-40 min",8,"Reiner Knizia","CMON Global Limited",6,6F301,Need,0,0,35,
"La Cosecha",0,1-4,"25-75 min",12,"Isra C., Michael Keller (II), Andreas Odendahl, Shei S.",Spielworxx,3,3B300,Need,0,0,49,
"La Cuenta",0,3-8,"5-15 min",7,"Carles Carreras","Pegasus Spiele",3,3M120,Need,0,0,15,
"La Meute",0,4-8,"25-40 min",10,"Johan Benvenuto, Gricha German",Sylex,6,6G400,Need,0,0,22,
"La Meute",0,4-8,"25-40 min",10,"Johan Benvenuto, Gricha German",Sylex,6,6G400,Need,0,0,22,
"Labyrinth: Chronicles",0,2-4,"20-60 min",8,"Max J. Kobbert, Jan Truchanowicz","Ravensburger AG",7,7D311,Need,0,0,150,
Ladybird,0,1-4,"30-90 min",11,"Michael Løhde Andersen, Morten Blaabjerg","Skjald Spil & Events",5,5G125,Need,0,0,39,
Landis,0,2-4,"15-90 min",8,"Rafael Prado",Ludicatessen,2,2C500,Need,0,0,22,
"Last Lemming",0,3-6,"40 min",10,"Marco Teubner","Ravensburger AG",7,7D311,Need,0,0,20,
"Last Lemming",0,3-6,"40 min",10,"Marco Teubner","Ravensburger AG",7,7D311,Need,0,0,20,
"Last Minute",0,1-5,"10 min",8,"Romaric Galonnier, Luc Rémond","Pegasus Spiele",3,3M120,Need,0,0,15,
Lavandula,0,2-4,"45 min",10,"Dylan D. Phillips","Whales Entertainment",6,6D300,Need,0,0,,
"Le Chocolat",0,2,"10 min",7,"ましう (Mashiu)",Allplay,8,8D200,Need,0,0,10,
Leaflings,0,2,"10 min",6,"Andy Hopwood",Gam'inBIZ,2,2C115,Need,0,0,13,
League56,1,1-6,"5-10 min",8,"Leonardo Alese, Emanuele Santellani","Pegasus Spiele",3,3M120,Need,0,0,18,
"Leaning Tower of Pizza",0,2-4,"5 min",8,,Playte,6,6D405,Need,0,0,13,
Leaves,0,1-4,"15-25 min",15,"Shi Chen","Play With Us Design (玩聚設計)",2,2E510,Need,0,0,20,
LEDA,0,2,"30 min",14,"Pierrick Libralesso, Renaud Libralesso, Yoel Sayada","Sorry We Are French",6,6K400,Need,0,0,23,
LEDA,0,2,"30 min",14,"Pierrick Libralesso, Renaud Libralesso, Yoel Sayada","Sorry We Are French",6,6K400,Need,0,0,,
"LEDA: Schlangen Erweiterung",1,2,"30 min",14,"Pierrick Libralesso, Renaud Libralesso, Yoel Sayada","Sorry We Are French",6,6K400,Need,0,0,,
"LEDA: Snake Expansion",1,2,"30 min",14,"Pierrick Libralesso, Renaud Libralesso, Yoel Sayada","Sorry We Are French",6,6K400,Need,0,0,,
"Legendary Encounters: The Matrix",0,1-5,"30-60 min",17,"Ben Cichoski, Daniel Mandel","Upper Deck Entertainment",3,3F610,Need,0,0,,
"Legendary: A DC Deck Building Game",0,1-4,"30-60 min",14,"Devin Low","Upper Deck Entertainment",3,3F610,Need,0,0,,
"Legendary: A James Bond Deck Building Game",0,1-5,"45 min",14,"Ben Cichoski, Devin Low, Daniel Mandel","Upper Deck Entertainment",3,3F610,Need,0,0,,
"Legendary: Game of Thrones Deck Building Game",0,2-4,"30-60 min",17,"Rob Heinsoo","Upper Deck Entertainment",3,3F610,Need,0,0,,
"Legions of Kadmon",0,2-4,"75-150 min",14,"Joshua Dharmawan",Stormbraver,6,6D410,Need,0,0,50,
"LEGO: NINJAGO ? Destiny's Bounty Adventures",0,2-4,"30-45 min",8,"Jonas Resting-Jeppesen","Dotted Games",7,7C311,Need,0,0,39,
"Les yeux ferm�s",0,2,"15 min",8,"Antonin Boccara, Julien Prothière","Blue Cocker Games",2,2A440,Need,0,0,,
"Let's Dance",0,2-6,"15-20 min",8,"Abel Molero",Devir,3,3D600,Need,0,0,,
"Leviathan Wilds: Dunkelfels",1,1-4,"45-90 min",10,"Justin Kemppainen","Frosted Games",3,3G300,Need,0,0,35,
"Leylines: Auf mystischen Pfaden",0,2-6,"45-60 min",10,"Daryl Andrews, Wolfgang Kramer",Mirakulus,2,2E440,Need,0,0,,
"Light in the Dark: Fires of Thokaia",1,1-2,"30-60 min",14,"Kai Starck, Milan Tasevski","Archona Games",3,3U215,Need,0,0,,
"Light Speed Arena: League 56",1,1-6,"5-10 min",8,"Leonardo Alese, Emanuele Santellani","Pegasus Spiele",3,3M120,Need,0,0,18,
"Light Speed: Arena ? Dice Tower Sponsored Asteroid",1,1-6,"5-15 min",8,"Leonardo Alese, James Ernest, Tom Jolly, Emanuele Santellani",Tablescope,4,4D415,Need,0,0,,
"Light Speed: Arena ? Meeple King Sponsored Asteroid",1,1-6,"5-15 min",8,"Leonardo Alese, Emanuele Santellani",Tablescope,4,4D415,Need,0,0,,
"Light Speed: Arena ? The Space Banana",1,1-6,"5-15 min",7,"Leonardo Alese, Emanuele Santellani",Tablescope,4,4D415,Need,0,0,8,
"Line of Fire: Mond in Asche",0,2,"20-30 min",14,"Trevor Benjamin, David Thompson (I)",Grimspire,2,2E440,Need,0,0,30,
Lionwake,0,1-4,"60-120 min",14,"Duke Su","NUWA Board Games",5,5H400,Need,0,0,,
"Little Soldiers: Machine Gunner",1,2-4,"30 min",8,"Florent Baudry, Adrien Fenouillet",IELLO,6,6F200,Need,0,0,12,
"Little Soldiers: Paratrooper",1,2-4,"30 min",8,"Florent Baudry, Adrien Fenouillet",IELLO,6,6F200,Need,0,0,12,
"Living Stories: Dust Devils",0,1-4,"30-120 min",14,"Asger Johansen","Plotmaker Games",3,3D300,Need,0,0,25,
"Living Stories: Pulse",0,2-4,"30-120 min",14,"Asger Johansen","Plotmaker Games",3,3D300,Need,0,0,25,
"Living Stories: The Void",0,1-4,"30 min",14,"Asger Johansen","Plotmaker Games",3,3D300,Need,0,0,25,
"Long Cow",0,2-5,"20 min",8,"David Yakos","Outset Media",,"6 - K110",Need,0,0,10,
"Look Inside",0,2-6,"45-90 min",14,"Aleksandra Marchewicz, Christoph Marchewicz",Mend-o,,,Need,0,0,,
"Loony Clues",0,3-6,"25 min",6,"Michal Peichl","Pink Troubadour",4,4G515,Need,0,0,20,
LOOP,0,4-6,"30 min",10,"Takashi Saito",IELLO,6,6F200,Need,0,0,14,
"Loop 40",0,3-5,"20 min",8,6jizo,"Oink Games",6,6C310,Need,0,0,20,
"Lord of the Rings: The Confrontation",0,2,"30 min",14,"Reiner Knizia, Eric M. Lang, Christian T. Petersen","Elznir Games",2,2B110,Need,0,0,,
"Lords of Heaven",0,2-4,"60-120 min",14,"Aleksander Jagodziński",PHALANX,3,3L500,Need,0,0,55,
"Lost & Found",0,1-4,"10 min",8,"Michiel de Wit",Gam'inBIZ,2,2C115,Need,0,0,14,
"Lost Ruins of Arnak: Surprise Shipment",1,1-4,"30-120 min",12,"Elwen, Mín","Czech Games Edition (CGE)",3,3V400,Need,0,0,15,
"Loyalty: Rome",0,2-4,"50-70 min",14,"Nicholas Paschalis","dlp games",3,3C115,Need,0,0,25,
Lucioles,0,2,"30-75 min",10,"Johannes Goupy, Joachim Thôme","Catch Up Games",6,6K400,Need,0,0,30,
"Machi Koro: Life",0,2-5,"45 min",0,"Masao Suganuma","Pandasaurus Games",2,2E330,Need,0,0,30,
"Machu Pichu",0,2-10,"15-20 min",8,,HUCH!,,,Need,0,0,14,
MAD,0,3-6,"30-45 min",10,"Thomas Dagenais-Lespérance","Locomuse studio",3,3F120,Need,0,0,13,
"Mad Cat Sad Cat",0,2-5,"25 min",8,"Andreas Preiss","Loosey Goosey Games",2,2E620,Need,0,0,20,
"Maestro: K�nstler & Rivalen",0,1-4,"90-140 min",14,"Andrea Robbiani","Giant Roc",2,2E440,Need,0,0,,
"Magic Number Eleven",0,2,"30 min",14,"Bonghwan Ju","Pluto Games",6,6D405,Need,0,0,20,
"Magic Number Eleven: Expansion",1,2,"30-45 min",14,"Bonghwan Ju","Pluto Games",6,6D405,Need,0,0,12,
"Magic Wands",0,2-5,"30 min",10,"Ryusei Nakata",Batusaki,2,2D631,Need,0,0,15,
Magicats,0,2-4,"40 min",10,"Reiner Knizia","Korea Boardgames",5,5A300,Need,0,0,35,
"Maglev Maps: Volume 2",1,1-4,"60-90 min",14,"Ted Alspach","Bézier Games",2,2B510,Need,0,0,,
"Mahjong Cards",0,3-4,"120 min",8,(Uncredited),Lautapelit.fi,2,2C520,Need,0,0,10,
Manila,0,3-5,"60 min",10,"Franz-Benno Delonge",Playte,6,6D405,Need,0,0,26,
Manila,0,2-4,"90-120 min",14,"Stefan Feld","Queen Games",3,3K400,Need,0,0,,
Manila,0,2-4,"90-120 min",14,"Stefan Feld","Queen Games",3,3K400,Need,0,0,,
"Manoir Bizarre",0,2-4,"20-30 min",0,"Louis Blaise, Justine Vanhuffel",Bombyx,6,6G300,Need,0,0,25,
"March of the Ants: Evolved Edition",0,1-5,"60-90 min",13,"Tim Eisner, Ryan Swisher","Giant Roc",2,2E440,Need,0,0,75,
"Marrakesh: Walls & Guards",1,2-4,"120 min",14,"Stefan Feld, Ulrich Fonrobert","Queen Games",3,3K400,Need,0,0,,
"Marvel Dice Throne: Deadpool",1,2-6,"20-40 min",14,"Gavan Brown, Nate Chatellier, Manny Trembley",Grimspire,2,2E440,Need,0,0,45,
"Marvel Dice Throne: X-Men ? Cyclops v. Gambit v. Rogue v. Jean Grey",0,2-4,"20-40 min",8,"Gavan Brown, Nate Chatellier, Manny Trembley",Grimspire,2,2E440,Need,0,0,65,
"Marvel Dice Throne: X-Men ? Iceman v. Psylocke v. Storm v. Wolverine",0,2-4,"20-40 min",8,"Gavan Brown, Nate Chatellier, Manny Trembley",Grimspire,2,2E440,Need,0,0,65,
"Mask of the Elder Gods",0,4-8,"30-45 min",14,"Nathan Basham, Adam Fuller","Indie Boards & Cards",3,3T300,Need,0,0,20,
Matchmakers,0,2-4,"15-30 min",14,"Baudet Sylvain","AllPines Society",4,4F510,Need,0,0,18,
"Maybe. Not. Perfect!",0,2-6,"15-20 min",8,"Friedemann Friese","Edition Spielwiese",6,6A300,Need,0,0,13,
"Mayor of Chicago",0,1,"30 min",12,"Xavier Georges",inPatience,2,2D411,Need,0,0,15,
Mazing,0,1-2,"5-30 min",8,"Jim Deacove",inPatience,2,2D411,Need,0,0,22,
"Mechs vs. Minions",0,2-4,"60-120 min",14,"Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras","Incredible Dream Studios",3,3G400,Need,0,0,200,
"Mechs vs. Minions: Bandle City Edition",0,2-4,"60-120 min",14,"Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras","Incredible Dream Studios",3,3G400,Need,0,0,75,
Medico,0,2-4,"60-90 min",12,"Stefan Feld","Hall Games",,,Need,0,0,59,
Medico,0,2-4,"60-90 min",12,"Stefan Feld","Hall Games",,,Need,0,0,60,
"Medium: The Hand of Fate",0,2-5,"30-45 min",14,"Danielle Deley, Nathan Thornton","Synapses Games",2,2E610,Need,0,0,22,
"Mega Empires: The Far East ? North",0,3-5,"180-780 min",13,"Flo de Haan, Gerart de Haan","Ares Games",3,3A115,Need,0,0,,
"Mega Empires: The Far East ? South",0,3-5,"180-780 min",13,"Flo de Haan, Gerart de Haan","Ares Games",3,3A115,Need,0,0,,
"Mega Empires: The Silk Road",1,3-30,"180-780 min",13,"Flo de Haan, Gerart de Haan","Ares Games",3,3A115,Need,0,0,,
